pts_per36,ast_per36,trb_per36,stl_per36,blk_per36,tov_per36,fga_per36,3pa_per36,2pa_per36,fg2_pct,fg3_pct,ft_pct,usage_2p,usage_3p,oer,der,true_shooting_pct,orb,drb,pf
14.313596202030858,2.2075695634972963,5.696953712251088,1.4954503494659106,0.14242384280627718,2.065145720691019,14.099960437821442,8.830278253989185,5.2696821838322565,0.49541943497254703,0.2650025777737436,0.3499021935030111,0.3644305105082307,0.6355694894917692,81.85301530986736,94.34683467954572,0.4398762439500244,0.6541935909270737,2.8806211262033496,1.641138072003165
11.775302204313817,2.389191751599905,5.119696610571225,2.2185351979141976,0.1706565536857075,3.071817966342735,10.92201943588528,8.362171130599668,2.5598483052856125,0.2554317768823576,0.2597587632667035,0.5364883727054857,0.2209313874874434,0.7790686125125565,79.66377984782198,92.86749388474855,0.49875273775289825,0.18653709409812752,2.3531642569329225,0.9633404440230702
11.940823570059992,4.342117661839997,8.073625027483745,2.9173603040487484,0.06784558846624995,3.1208970694474982,10.651757389201244,6.309639727361247,4.342117661839997,0.3402532169069531,0.29548365408920735,0.3086777962747746,0.38139844384308363,0.6186015561569161,94.47670775141134,85.82464567713025,0.4824764078664045,1.2694349341960613,4.28617646135,2.5803938813330403
8.940808536080578,2.2848732925539252,4.073034999770041,1.5894770730809915,0.3973692682702479,0.6953962194729338,8.344754633675207,5.463827438715908,2.8809271949592974,0.45213018749329287,0.36990602339450246,0.2781929816492664,0.32849948423466335,0.6715005157653368,109.08607801154513,91.10300791189208,0.548399000032724,0.2644989191923837,2.405877753759831,3.028192981649267
4.39471007121058,1.3184130213631742,2.19735503560529,0.878942014242116,0.0,2.19735503560529,5.713123092573754,1.757884028484232,3.9552390640895223,0.18246863343506275,0.16358087487283826,0.062360122075279766,0.5086300440827399,0.3115123770769753,46.23538295350862,115.07298572152403,0.3947577896403814,0.09908443540183115,0.7704984740590032,1.0905391658189219
5.671858022455631,8.214415067004706,6.0630206446939505,1.1734878667149582,0.0,4.498370155740673,4.889532777978992,1.955813111191597,2.9337196667873955,0.39505613908004344,0.19811662441144506,0.10268018833755883,0.44861463237957255,0.3292738138355668,72.12372216734703,82.35139773128229,0.42381715673565146,0.26964867801521186,2.53495110467222,1.2530785947120608
17.96583075232291,4.42401838345489,9.603356978719154,0.7013687681087022,0.2158057748026776,3.830552502747527,15.052452792486763,6.204416025576981,8.84803676690978,0.4359512549816276,0.24690689094101026,0.7312521571494747,0.5761323039229174,0.42386769607708263,85.2178208323201,92.5386716206405,0.4752436360555612,0.8862523728644219,6.101483664701768,2.1545608951943254
17.312044254463164,2.376162936887101,8.7578576816696,0.8146844355041489,0.4752325873774202,2.579834045763138,14.596429469449333,7.400050289162686,7.196379180286648,0.41635161104924745,0.3245084084677371,0.5476567644910618,0.48303400668562846,0.5169659933143714,95.4652478688064,89.74863759403628,0.5061463127315838,1.4267664068393262,4.6261943676137784,2.0972780990696505
12.072904009720535,1.13730255164034,6.561360874848116,0.8748481166464156,0.2624544349939247,0.9623329283110571,9.798298906439854,6.473876063183475,3.324422843256379,0.312363304981774,0.32361189865442597,0.3305926825975429,0.337409993813396,0.6625900061866039,119.36117865948269,97.06605499890215,0.5251591853028175,0.9074524098825436,2.3703118671526937,1.9552450384771163
11.01732811626607,6.11235326998323,3.4712129681386243,1.1319172722191166,0.0,2.9429849077697035,9.055338177752933,7.621576299608719,1.4337618781442145,0.0797407769703745,0.3565597633687348,0.44279276131917267,0.12845887052671567,0.8405182116420936,85.06523749741751,94.42161882182386,0.5278676965816146,0.34911263275572946,1.5365078256008942,1.531162660704304
11.774832156997762,5.70149767601997,4.338096057841281,0.9915648132208642,0.12394560165260805,2.7268032363573766,8.676192115682563,4.338096057841281,4.338096057841281,0.44499531378512275,0.32601709990245026,0.29522834936847675,0.4347881776225726,0.5640067956946938,108.83360855495133,96.57811035261612,0.572021283900845,0.6378034085040455,1.5563206518620532,1.1551041487347222
